23	A: 2. 
Time (s): 0.561
754	A: 1. 
15	A: 2. 
72	A: 3. 
Time (s): 0.5625
737	A: 1. 
75	A: 3. 
19	A: 2. 
Time (s): 0.564
741	A: 1. 
73	A: 3. 
20	A: 2. 
Time (s): 0.5655
737	A: 1. 
19	A: 2. 
75	A: 3. 
Time (s): 0.567
745	A: 1. 
71	A: 3. 
21	A: 2. 
Time (s): 0.5685
734	A: 1. 
76	A: 3. 
19	A: 2. 
Time (s): 0.57
711	A: 1. 
17	A: 2. 
85	A: 3. 
Time (s): 0.5715
740	A: 1. 
16	A: 2. 
76	A: 3. 
Time (s): 0.573
745	A: 1. 
77	A: 3. 
12	A: 2. 
Time (s): 0.5745
737	A: 1. 
75	A: 3. 
19	A: 2. 
Time (s): 0.576
765	A: 1. 
11	A: 2. 
71	A: 3. 
Time (s): 0.5775
747	A: 1. 
75	A: 3. 
14	A: 2. 
Time (s): 0.579
730	A: 1. 
74	A: 3. 
24	A: 2. 
Time (s): 0.5805
745	A: 1. 
18	A: 2. 
73	A: 3. 
Time (s): 0.582
737	A: 1. 
77	A: 3. 
16	A: 2. 
Time (s): 0.5835
734	A: 1. 
76	A: 3. 
19	A: 2. 
Time (s): 0.585
730	A: 1. 
21	A: 2. 
76	A: 3. 
Time (s): 0.5865
742	A: 1. 
21	A: 2. 
72	A: 3. 
Time (s): 0.588
729	A: 1. 
77	A: 3. 
20	A: 2. 
Time (s): 0.5895
732	A: 1. 
80	A: 3. 
14	A: 2. 
Time (s): 0.591
719	A: 1. 
19	A: 2. 
81	A: 3. 
Time (s): 0.5925
718	A: 1. 
84	A: 3. 
15	A: 2. 
Time (s): 0.594
89	A: 3. 
703	A: 1. 
15	A: 2. 
Time (s): 0.5955
81	A: 3. 
729	A: 1. 
14	A: 2. 
Time (s): 0.597
77	A: 3. 
741	A: 1. 
14	A: 2. 
Time (s): 0.5985
738	A: 1. 
76	A: 3. 
17	A: 2. 
Time (s): 0.6
740	A: 1. 
78	A: 3. 
13	A: 2. 
